Lokasi,Tren,Tanggal Listing,Harga,Harga Asli,Omset 30 Hari,Rata-rata Omset per bulan,Omset Total,Penjualan 30 Hari,Rata-rata Penjualan per bulan,Penjualan Total,Jumlah Stok,Nilai Stok,Rating,Jumlah Ulasan,Wishlist,Category,Harga_encoded,Rata-rata Penjualan per bulan_outlier_flag,Rata-rata Omset per bulan_outlier_flag,Nilai Stok_outlier_flag
KOTA JAKARTA BARAT,74.0,2023-12-11,5500,0,13260500,3372358,31234500,2411.0,613,5679.0,12503,68766500,4.66,646.0,227.0,misc,17500.0,False,False,False
KAB. SIDOARJO,52.0,2024-02-18,44000,50000,24552000,11688173,82148000,558.0,265,1867.0,304,13376000,4.75,787.0,504.0,misc,16819.0,False,False,False
KOTA TANGERANG,-67.0,2024-01-11,3600,0,572400,957244,7916400,159.0,265,2199.0,11247,40489200,4.73,286.0,38.0,misc,60000.0,False,False,False
KOTA SEMARANG,42.0,2023-03-05,13778,25000,14894018,8544267,157813212,1081.0,620,11454.0,1653,22775034,4.75,3086.0,1094.0,misc,20200.0,False,False,False
KOTA JAKARTA BARAT,-50.0,2023-10-12,34900,68000,17240600,25890599,290891500,494.0,741,8335.0,286,9981400,4.88,3263.0,1432.0,misc,17500.0,False,False,False
KOTA JAKARTA PUSAT,26.0,2024-03-19,11200,69000,27092800,19910263,119548800,2419.0,1777,10674.0,97,1086400,4.74,3579.0,2703.0,misc,15900.0,False,False,False
KAB. TUBAN,34.0,2019-08-17,3499,0,5185518,3411762,208305967,1482.0,975,59533.0,29926,104711074,4.74,6971.0,1160.0,misc,4400.0,False,False,False
KOTA SURABAYA,65.0,2021-08-02,20033,29900,4968184,1699232,63825138,248.0,84,3186.0,460,9215180,4.86,1044.0,446.0,misc,16221.5,False,False,False
KAB. PEMALANG,66.0,2020-08-23,4850,4999,1881800,628881,30729600,388.0,129,6336.0,3713,18008050,4.51,2060.0,711.0,misc,64462.5,False,False,False
KOTA DEPOK,60.0,2024-01-06,89000,129000,108135000,43246531,364099000,1215.0,485,4091.0,4713,419457000,4.91,1259.0,5286.0,misc,46500.0,False,True,True
KOTA BUKITTINGGI,56.0,2022-06-07,15400,18500,7730800,3327084,91137200,502.0,216,5918.0,191,2941400,4.71,1849.0,289.0,misc,10800.0,False,False,False
KOTA MAKASSAR,21.0,2022-08-03,5920,0,1545120,1219553,31133280,261.0,206,5259.0,174,1030080,4.54,1952.0,342.0,misc,10499.0,False,False,False
KAB. BADUNG,57.0,2018-08-15,63200,80000,15420800,6565682,480193600,244.0,103,7598.0,8,505600,4.94,3072.0,6567.0,misc,63200.0,False,False,False
KAB. BOGOR,47.0,2024-07-20,55000,98800,8415000,4431553,8800000,153.0,80,160.0,592,32560000,4.505000000000001,34.0,129.0,misc,36050.0,False,False,False
KAB. SLEMAN,50.0,2023-05-17,23500,24900,4112500,2024459,32500500,175.0,86,1383.0,41,963500,4.88,417.0,446.0,misc,35000.0,False,False,False
KOTA BANDUNG,61.0,2023-03-17,30500,0,43432000,16619916,300303000,1424.0,544,9846.0,2690,82045000,4.93,1227.0,3526.0,misc,44000.0,False,False,False
KOTA MALANG,59.0,2020-05-10,6900,10000,2766900,1109006,57987600,401.0,160,8404.0,23644,163143600,4.6,2926.0,3387.0,Perawatan Wanita,6900.0,False,False,True
KOTA BEKASI,56.0,2024-05-27,73200,96900,183292800,79179547,296240400,2504.0,1081,4047.0,3736,273475200,4.86,536.0,718.0,misc,27850.0,False,True,True
KAB. TANGERANG,48.0,2024-05-25,4880,0,3406240,1752455,6661200,698.0,359,1365.0,568,2771840,4.72,200.0,166.0,misc,39000.0,False,False,False
KOTA JAKARTA BARAT,70.0,2023-05-05,3700,0,12827900,3769300,62056400,3467.0,1018,16772.0,13266,49084200,4.62,2119.0,331.0,misc,17500.0,False,False,False
KOTA JAKARTA UTARA,-79.0,2024-07-01,48817,0,5125785,9205321,23822696,105.0,188,488.0,331,16158427,4.92,116.0,168.0,misc,50000.0,False,False,False
KOTA MEDAN,-57.0,2020-07-03,4799,0,1420504,2244087,113385973,296.0,467,23627.0,322,1545278,4.6,4276.0,793.0,misc,13900.0,False,False,False
KOTA DEPOK,25.0,2024-04-20,29024,47581,38718016,28958781,143813920,1334.0,997,4955.0,15717,456170208,4.81,1831.0,3716.0,Tas,131900.0,False,False,True
KAB. TANGERANG,-13.0,2024-05-30,97000,0,44814000,50765749,184979000,462.0,523,1907.0,847,82159000,4.9,477.0,7271.0,misc,39000.0,False,True,False
KOTA JAKARTA UTARA,-66.0,2023-10-12,30900,65000,7076100,11787941,132468300,229.0,381,4287.0,4,123600,4.82,1677.0,647.0,misc,50000.0,False,False,False
KOTA DEPOK,41.0,2023-08-04,69000,99000,113712000,66561411,898449000,1648.0,964,13021.0,90,6210000,4.93,3938.0,13716.5,misc,46500.0,False,True,False
KAB. BOGOR,5.0,2022-01-27,31300,36000,12895600,12208873,387556600,412.0,390,12382.0,229,7167700,4.89,4858.0,8182.0,misc,36050.0,False,False,False
KAB. BADUNG,71.0,2017-10-27,59250,75000,21922500,6291533,520570500,370.0,106,8786.0,9,533250,4.93,3077.0,6636.0,misc,63200.0,False,False,False
KOTA TANGERANG SELATAN,42.0,2023-03-31,71100,79000,73233000,42445858,748327500,1030.0,596,10525.0,431,30644100,4.94,3822.0,13716.5,misc,30000.0,False,True,False
KOTA SURABAYA,-27.0,2023-12-20,70400,94000,18163200,23167416,207609600,258.0,329,2949.0,142,9996800,4.91,1002.0,3031.0,misc,16221.5,False,False,False
KOTA JAKARTA BARAT,22.0,2020-06-05,35990,41875,28216160,21867725,1125551260,784.0,607,31274.0,5982,215292180,4.9,8143.0,4585.0,misc,17500.0,False,False,True
KOTA JAKARTA UTARA,76.0,2022-12-19,24500,129000,11637500,2739818,57526000,475.0,111,2348.0,2924,71638000,4.87,651.0,459.0,misc,50000.0,False,False,False
KOTA JAKARTA TIMUR,12.0,2022-05-13,43800,56000,20717400,18135758,511365000,473.0,414,11675.0,300,13140000,4.81,4722.0,7222.0,misc,56400.0,False,False,False
KOTA SEMARANG,76.0,2020-05-09,72000,80000,61272000,14367679,751968000,851.0,199,10444.0,959,69048000,4.88,4987.0,7927.0,misc,20200.0,False,False,False
KAB. BANDUNG,22.0,2021-04-01,13900,0,6407900,4966760,206637400,461.0,357,14866.0,945,13135500,4.84,4618.0,13716.5,misc,52650.0,False,False,False
KOTA JAKARTA UTARA,-13.0,2024-04-15,75900,109000,170850900,193503180,992772000,2251.0,2549,13080.0,1583,120149700,4.9,4194.0,12534.0,misc,50000.0,True,True,False
KOTA JAKARTA UTARA,-7.0,2023-05-03,109000,129000,33354000,35844512,592742000,306.0,328,5438.0,433,47197000,4.91,2149.0,12694.0,misc,50000.0,False,True,False
KOTA BANDUNG,37.0,2021-11-01,7000,33203,2975000,1850145,64036000,425.0,264,9148.0,82,574000,4.7,2883.0,786.0,misc,44000.0,False,False,False
KAB. TANGERANG,-14.0,2024-05-29,97000,0,25123000,28840697,106118000,259.0,297,1094.0,1077,104469000,4.95,321.0,4454.0,misc,39000.0,False,False,False
KAB. TANGERANG,-20.0,2023-09-02,3855,5000,3612135,4364505,54845085,937.0,1132,14227.0,600,2313000,4.62,2798.0,384.0,misc,39000.0,False,False,False
KOTA TANGERANG,74.0,2018-08-09,26500,0,28090000,7254109,531881500,1060.0,273,20071.0,2213,58644500,4.84,8097.0,4180.0,misc,60000.0,False,False,False
KOTA JAKARTA BARAT,-59.0,2019-07-05,36900,79000,8745300,13952430,871578000,237.0,378,23620.0,2628,96973200,4.91,10563.0,5321.0,misc,17500.0,False,False,False
KOTA JAKARTA BARAT,-28.0,2021-12-10,18900,40000,6444900,8273611,275562000,341.0,437,14580.0,200,3780000,4.86,5479.0,4074.0,misc,17500.0,False,False,False
KOTA DEPOK,51.0,2023-07-01,33900,75000,12848100,6232098,90919800,379.0,183,2682.0,1339,45392100,4.88,713.0,1130.0,misc,46500.0,False,False,False
KOTA JAKARTA BARAT,71.0,2022-12-10,6590,0,5706940,1599765,34076890,866.0,242,5171.0,2723,17944570,4.505000000000001,1006.0,608.0,Perawatan Wanita,32772.0,False,False,False
KAB. SUKOHARJO,-7.0,2018-11-07,23800,28000,4046000,4369328,307615000,170.0,183,12925.0,2,47600,4.88,5701.0,1959.0,misc,38000.0,False,False,False
KOTA PALEMBANG,-10.0,2024-06-29,22750,25374,10783500,11965155,32032000,474.0,525,1408.0,379,8622250,4.79,222.0,173.0,misc,22750.0,False,False,False
KOTA PEKANBARU,38.0,2024-06-27,16499,25000,7078071,4377794,11961775,429.0,265,725.0,32,527968,4.68,237.0,35.0,misc,16499.0,False,False,False
KOTA SURAKARTA (SOLO),78.0,2023-10-15,4900,0,4929400,1075621,11970700,1006.0,219,2443.0,29464,144373600,4.61,728.0,92.0,misc,174900.0,False,False,True
KOTA PONTIANAK,35.0,2020-03-02,23850,0,9301500,6000508,327412800,390.0,251,13728.0,4076,97212600,4.87,2702.0,306.0,Perawatan Kulit,5874.5,False,False,False
KAB. BOGOR,90.0,2022-07-07,24732,47733,42613236,4242306,112011228,1723.0,171,4529.0,4841,119727612,4.82,1811.0,1964.0,misc,36050.0,False,False,False
KAB. BOGOR,-86.0,2023-09-29,35900,0,21611800,40253874,470110500,602.0,1121,13095.0,402,14431800,4.88,979.0,1734.0,misc,36050.0,False,True,False
KAB. TANGERANG,39.0,2023-09-21,56900,75000,15078500,9050690,108053100,265.0,159,1899.0,4792,272664800,4.92,829.0,633.0,misc,39000.0,False,False,True
KOTA JAKARTA BARAT,45.0,2021-10-26,18000,50000,26280000,14347455,498834000,1460.0,797,27713.0,8862,159516000,4.82,11695.0,6646.0,misc,17500.0,False,False,True
KOTA SURABAYA,-29.0,2023-09-18,44900,45000,9159600,11874653,142916700,204.0,264,3183.0,2793,125405700,4.89,1158.0,274.0,Perawatan Wajah,22675.0,False,False,False
KOTA JAKARTA BARAT,-73.0,2020-12-31,25500,42000,7650000,13240364,590988000,300.0,519,23176.0,378,9639000,4.9,10725.0,8321.0,misc,17500.0,False,False,False
KOTA MAKASSAR,49.0,2023-06-08,15850,0,5167100,2607721,40068800,326.0,164,2528.0,3530,55950500,4.69,793.0,114.0,misc,10499.0,False,False,False
KOTA SURABAYA,3.0,2020-10-24,28700,29000,21553700,20862724,977062800,751.0,726,34044.0,254,7289800,4.92,13372.0,7840.0,misc,16221.5,False,False,False
KOTA TANGERANG,61.0,2021-08-26,69000,0,58512000,22437677,824964000,848.0,325,11956.0,378,26082000,4.93,4972.0,8368.0,misc,60000.0,False,False,False
KOTA DEPOK,-14.0,2023-11-04,31248,70000,5593392,6428473,67589424,179.0,205,2163.0,212,6624576,4.86,760.0,651.0,misc,46500.0,False,False,False
KOTA MEDAN,-31.0,2023-10-09,25499,50000,4513323,5952526,67495853,177.0,233,2647.0,449,11449051,4.78,991.0,544.0,misc,13900.0,False,False,False
KOTA SURABAYA,7.0,2024-03-02,2367,2886,2977686,2752588,18062577,1258.0,1162,7631.0,173,409491,4.78,287.0,75.0,misc,16221.5,False,False,False
KAB. TANGERANG,64.0,2023-08-14,49410,54900,43332570,15241742,200604600,877.0,308,4060.0,49,2421090,4.91,1314.0,5547.0,misc,39000.0,False,False,False
KOTA DEPOK,57.0,2023-11-04,22472,52000,18831536,8010530,84225056,838.0,356,3748.0,273,6134856,4.86,1184.0,1040.0,misc,46500.0,False,False,False
KOTA SURABAYA,-108.0,2023-02-22,13853,15000,2826012,5902445,111558209,204.0,426,8053.0,368,5097904,4.79,1729.0,696.0,misc,16221.5,False,False,False
KOTA MAKASSAR,86.0,2021-04-20,12999,15000,4497654,591817,24243135,346.0,45,1865.0,2497,32458503,4.76,819.0,120.0,misc,10499.0,False,False,False
KOTA JAKARTA BARAT,78.0,2020-01-17,34900,68500,49034500,10462709,586494500,1405.0,299,16805.0,2257,78769300,4.9,5419.0,4435.0,misc,17500.0,False,False,False
KOTA SURABAYA,65.0,2019-12-22,34078,44500,28727754,9846816,560310476,843.0,288,16442.0,1237,42154486,4.85,3575.0,1982.0,misc,16221.5,False,False,False
KOTA SURABAYA,-34.0,2024-03-13,74826,89000,12570768,16924102,104906052,168.0,226,1402.0,644,48187944,4.89,412.0,1601.0,misc,16221.5,False,False,False
KOTA SEMARANG,-79.0,2023-08-20,36000,45000,7992000,14346093,186084000,222.0,398,5169.0,7,252000,4.89,1694.0,1763.0,misc,20200.0,False,False,False
KOTA PALEMBANG,86.0,2020-07-17,24156,0,7319268,960198,48070440,303.0,39,1990.0,99,2391444,4.79,625.0,141.0,misc,22750.0,False,False,False
KOTA JAKARTA BARAT,61.0,2024-01-12,40000,60000,132640000,50478850,415240000,3316.0,1261,10381.0,4005,160200000,4.81,3533.0,1886.0,misc,17500.0,False,True,True
KOTA PALEMBANG,21.0,2024-07-27,14096,0,8556272,6752854,11741968,607.0,479,833.0,195,2748720,4.73,164.0,33.0,misc,22750.0,False,False,False
KOTA JAKARTA UTARA,-27.0,2023-03-02,13850,30000,10512150,13437084,249549300,759.0,970,18018.0,2275,31508750,4.79,5810.0,3273.0,misc,50000.0,False,False,False
KOTA BANJARMASIN,8.0,2022-02-22,14000,17500,5460000,4975612,153776000,390.0,355,10984.0,82,1148000,4.82,3764.0,809.0,misc,20700.0,False,False,False
KOTA JAKARTA BARAT,54.0,2022-11-15,17500,0,26635000,12128202,268415000,1522.0,693,15338.0,713,12477500,4.86,5366.0,4077.0,misc,17500.0,False,False,False
KOTA JAKARTA UTARA,78.0,2022-07-19,20500,55000,10127000,2192679,57010500,494.0,106,2781.0,500,10250000,4.83,773.0,318.0,misc,50000.0,False,False,False
KOTA JAKARTA BARAT,49.0,2023-07-04,14900,69000,14080500,7170275,103942400,945.0,481,6976.0,48,715200,4.76,1815.0,1261.0,misc,17500.0,False,False,False
KOTA MEDAN,-26.0,2024-06-19,4900,0,6262200,7948301,23833600,1278.0,1622,4864.0,311,1523900,4.74,989.0,127.0,misc,13900.0,False,False,False
KAB. BOGOR,78.0,2019-02-15,23000,35000,43125000,9455672,634823000,1875.0,411,27601.0,370,8510000,4.87,9758.0,4603.0,misc,36050.0,False,False,False
KOTA SEMARANG,46.0,2021-11-03,53300,65000,14764100,7870699,271776700,277.0,147,5099.0,231,12312300,4.88,1913.0,4835.0,Tas,51650.0,False,False,False
KAB. BOGOR,78.0,2022-01-26,33500,46200,6834000,1478178,46967000,204.0,44,1402.0,252,8442000,4.84,406.0,377.0,misc,36050.0,False,False,False
KOTA SURABAYA,18.0,2022-11-19,31999,34999,6911784,5619456,123676135,216.0,175,3865.0,286,9151714,4.79,1582.0,604.0,misc,16221.5,False,False,False
KOTA MEDAN,4.0,2023-03-02,14960,17000,7016240,6699294,124332560,469.0,447,8311.0,1821,27242160,4.7,2983.0,672.0,misc,13900.0,False,False,False
KOTA JAKARTA UTARA,26.0,2023-02-25,14250,21500,10017750,7324520,137712000,703.0,514,9664.0,763,10872750,4.81,3156.0,2208.0,misc,50000.0,False,False,False
KAB. BEKASI,50.0,2019-11-13,23800,0,20349000,10081241,586693800,855.0,423,24651.0,1736,41316800,4.89,8112.0,3963.0,misc,35500.0,False,False,False
KOTA SURABAYA,20.0,2023-04-12,4999,7999,4869026,3887483,66991599,974.0,777,13401.0,2264,11317736,4.62,3921.0,632.0,misc,16221.5,False,False,False
KOTA JAKARTA BARAT,-17.0,2023-04-10,13400,26000,12582600,14743227,254988600,939.0,1100,19029.0,392,5252800,4.82,5013.0,1870.0,misc,17500.0,False,False,False
KOTA JAKARTA UTARA,68.0,2022-11-09,39600,45000,32907600,10391556,232095600,831.0,262,5861.0,695,27522000,4.9,1996.0,2839.0,misc,50000.0,False,False,False
KAB. BLITAR,15.0,2024-06-15,18000,25000,18162000,15318112,47790000,1009.0,851,2655.0,70,1260000,4.86,797.0,795.0,misc,9014.5,False,False,False
KOTA BANJARMASIN,53.0,2022-05-11,23240,28000,9946720,4615775,130469360,428.0,198,5614.0,52,1208480,4.86,2593.0,528.0,misc,20700.0,False,False,False
KOTA MAKASSAR,30.0,2023-04-08,15999,0,5103681,3534782,61356165,319.0,220,3835.0,563,9007437,4.75,1481.0,362.0,misc,10499.0,False,False,False
KOTA PEKANBARU,-8.0,2023-03-01,17500,21500,8347500,9054299,168420000,477.0,517,9624.0,155,2712500,4.77,3586.0,2373.0,misc,16499.0,False,False,False
KOTA SEMARANG,81.0,2022-11-10,17900,0,11760300,2151520,47954100,657.0,120,2679.0,30,537000,4.84,697.0,161.0,misc,20200.0,False,False,False
KOTA SURAKARTA (SOLO),90.0,2022-10-21,16750,0,19731500,1892045,43382500,1178.0,112,2590.0,340,5695000,4.86,699.0,711.0,misc,174900.0,False,False,False
KAB. BEKASI,80.0,2019-10-31,56000,75000,102256000,20025888,1174208000,1826.0,357,20968.0,481,26936000,4.92,7013.0,13716.5,Perawatan Kaki,56000.0,False,False,False
KOTA SURABAYA,39.0,2019-10-20,12000,15000,25332000,15384521,907260000,2111.0,1282,75605.0,294,3528000,4.88,17703.0,11500.0,misc,16221.5,False,False,False
KOTA DEPOK,-44.0,2023-10-25,22827,50000,7943796,11480104,124247361,348.0,502,5443.0,150,3424050,4.84,2108.0,871.0,misc,46500.0,False,False,False
KOTA SURABAYA,36.0,2021-11-06,11800,18000,7599200,4789761,164916800,644.0,405,13976.0,731,8625800,4.84,4418.0,1347.0,misc,16221.5,False,False,False
KAB. TANGERANG,27.0,2023-08-17,10999,28597,3530679,2543781,33249977,321.0,231,3023.0,1433,15761567,4.54,1129.0,2496.0,misc,39000.0,False,False,False
KOTA MAKASSAR,-4.0,2024-06-20,55499,69000,18259171,19137063,56830976,329.0,344,1024.0,134,7436866,4.75,400.0,161.0,misc,10499.0,False,False,False
KOTA SURABAYA,12.0,2024-05-20,25500,100000,25755000,22544544,89556000,1010.0,884,3512.0,373,9511500,4.86,1079.0,997.0,misc,16221.5,False,False,False
KOTA SURABAYA,13.0,2024-08-01,21630,30900,20808060,18060724,28832790,962.0,834,1333.0,132,2855160,4.91,586.0,1540.0,misc,16221.5,False,False,False
KOTA MEDAN,58.0,2023-12-08,13900,0,10091400,4146151,38822700,726.0,298,2793.0,591,8214900,4.79,843.0,110.0,misc,13900.0,False,False,False
KOTA JAKARTA BARAT,-92.0,2022-01-24,25000,59800,6500000,12514727,398525000,260.0,500,15941.0,583,14575000,4.83,6600.0,6012.0,misc,17500.0,False,False,False
KOTA JAKARTA SELATAN,31.0,2023-02-21,29900,62000,17072900,11682494,221140400,571.0,390,7396.0,49,1465100,4.81,2970.0,954.0,misc,37200.0,False,False,False
KAB. TANGERANG,20.0,2023-02-27,31900,54900,26604600,21149760,396325600,834.0,663,12424.0,148,4721200,4.86,5329.0,9034.0,misc,39000.0,False,False,False
KAB. SEMARANG,-61.0,2021-02-26,76500,85000,17442000,28218136,1206940500,228.0,368,15777.0,4782,365823000,4.86,7442.0,13716.5,misc,40875.0,False,False,True
KOTA BEKASI,18.0,2024-06-12,18950,0,19764850,16045764,51941950,1043.0,846,2741.0,138,2615100,4.86,738.0,1109.0,misc,27850.0,False,False,False
KOTA JAKARTA BARAT,89.0,2023-08-10,105000,0,114135000,12532800,166635000,1087.0,119,1587.0,9818,1030890000,4.81,262.0,37.0,misc,17500.0,False,False,True
KAB. BOGOR,59.0,2023-11-10,25000,0,189175000,76376376,786050000,6632.0,3055,31442.0,67,1675000,4.88,11404.0,8597.0,misc,36050.0,True,True,False
KOTA SEMARANG,73.0,2020-08-22,22235,27000,9227525,2457031,120157940,415.0,110,5404.0,83,1845505,4.8,1881.0,609.0,misc,20200.0,False,False,False
KOTA MEDAN,51.0,2022-09-06,31999,45000,23391269,11453313,279735258,731.0,357,8742.0,490,15679510,4.7,2885.0,1299.0,Perawatan Kulit,14430.0,False,False,False
KOTA JAKARTA UTARA,43.0,2023-07-30,25540,0,35730460,20342719,277389940,1399.0,796,10861.0,2758,70439320,4.89,2734.0,1118.0,misc,50000.0,False,False,False
KOTA BANDUNG,46.0,2024-03-05,50000,0,20400000,11004778,71200000,408.0,220,1424.0,117,5850000,4.79,532.0,176.0,misc,44000.0,False,False,False
KOTA JAKARTA BARAT,64.0,2021-01-27,25899,79000,18232896,6563510,287090415,704.0,253,11085.0,312,8080488,4.9,3268.0,1608.0,misc,17500.0,False,False,False
KOTA BEKASI,86.0,2017-08-24,47500,0,7647500,1040146,88255000,161.0,21,1858.0,458,21755000,4.83,768.0,162.0,misc,27850.0,False,False,False
KOTA BANDUNG,75.0,2019-12-21,26900,35000,15897900,3961754,225583400,591.0,147,8386.0,757,20363300,4.87,3385.0,1354.0,misc,44000.0,False,False,False
KAB. BEKASI,59.0,2021-05-27,34000,42500,25772000,10384475,412692000,758.0,305,12138.0,182,6188000,4.9,4501.0,6347.0,misc,35500.0,False,False,False
KAB. TANGERANG,33.0,2020-06-03,29500,0,6903000,4560785,235056000,234.0,154,7968.0,193,5693500,4.9,3594.0,2244.0,misc,39000.0,False,False,False
KOTA JAKARTA TIMUR,82.0,2018-05-07,63200,79000,37035200,6435433,491632800,586.0,101,7779.0,1026,64843200,4.92,2913.0,4057.0,misc,56400.0,False,False,False
KOTA BEKASI,20.0,2023-02-13,49900,62800,26846200,21362883,410227900,538.0,428,8221.0,5604,279639600,4.9,2670.0,3025.0,misc,27850.0,False,False,True
KOTA JAKARTA UTARA,57.0,2022-07-18,20500,75000,14616500,6265131,163016000,713.0,305,7952.0,500,10250000,4.81,2550.0,953.0,misc,50000.0,False,False,False
KOTA MEDAN,-33.0,2024-04-16,17950,79000,6354300,8452792,43259500,354.0,470,2410.0,5845,104917750,4.71,826.0,105.0,misc,13900.0,False,False,False
KOTA BEKASI,54.0,2024-05-27,76500,101100,135405000,61770043,231106500,1770.0,807,3021.0,4550,348075000,4.87,375.0,373.0,misc,27850.0,False,True,True
KOTA JAKARTA PUSAT,35.0,2023-12-05,11200,69000,20798400,13468286,127467200,1857.0,1202,11381.0,98,1097600,4.75,4460.0,3252.0,misc,15900.0,False,False,False
KOTA SURABAYA,44.0,2024-06-02,9000,0,2898000,1616298,5742000,322.0,179,638.0,196,1764000,4.8,174.0,164.0,misc,16221.5,False,False,False
KAB. BOGOR,63.0,2022-01-29,34200,68300,31122000,11347596,359510400,910.0,331,10512.0,742,25376400,4.87,3877.0,3507.0,misc,36050.0,False,False,False
KAB. TANGERANG,81.0,2022-01-07,23500,38900,63990500,11663309,377880000,2723.0,496,16080.0,1333,31325500,4.93,4840.0,6882.0,misc,39000.0,False,False,False
KOTA JAKARTA UTARA,77.0,2021-08-27,12250,15000,8330000,1867660,68600000,680.0,152,5600.0,545,6676250,4.84,1751.0,520.0,misc,50000.0,False,False,False
KOTA SURABAYA,-64.0,2022-04-19,9800,25000,5164600,8492183,246205400,527.0,866,25123.0,7,68600,4.82,3277.0,917.0,misc,16221.5,False,False,False
KOTA BEKASI,2.0,2023-01-16,27800,32300,13260600,12963732,260541600,477.0,466,9372.0,1083,30107400,4.91,3911.0,4156.0,misc,27850.0,False,False,False
KOTA BANDUNG,74.0,2020-08-22,11900,12500,9293900,2400452,117393500,781.0,201,9865.0,3862,45957800,4.86,3765.0,940.0,misc,44000.0,False,False,False
KAB. BANDUNG,68.0,2023-07-24,32000,0,8832000,2795451,38656000,276.0,87,1208.0,264,8448000,4.95,387.0,2381.0,misc,52650.0,False,False,False
KOTA JAKARTA BARAT,78.0,2020-07-22,11800,19000,5439800,1168370,58303800,461.0,99,4941.0,46,542800,4.89,1712.0,303.0,misc,17500.0,False,False,False
KAB. SIDOARJO,41.0,2023-02-22,41000,0,41902000,24557057,464202000,1022.0,598,11322.0,415,17015000,4.82,5362.0,5963.0,misc,16819.0,False,False,False
