Lokasi,Tren,Tanggal Listing,Harga,Harga Asli,Omset 30 Hari,Rata-rata Omset per bulan,Omset Total,Penjualan 30 Hari,Rata-rata Penjualan per bulan,Penjualan Total,Jumlah Stok,Nilai Stok,Rating,Jumlah Ulasan,Wishlist,Category,Harga_encoded,Rata-rata Penjualan per bulan_outlier_flag,Rata-rata Omset per bulan_outlier_flag,Nilai Stok_outlier_flag
Kab. Bandung,74.0,2023-12-01,15,0,23925000,0,0,1.0,413646,4.0,296,0,4.84,662.0,225.0,Tas,35199.0,True,False,False
Malang,-2.0,2023-12-14,2,0,6069450,0,0,2.0,2,27.0,1,0,4.85,1.0,358.0,misc,12999.0,False,False,False
Bandung,18.0,2021-09-09,2,3,4804450,0,0,1.0,1,58.0,1,0,4.89,3.0,1.0,misc,8650.0,False,False,False
Jakarta Barat,39.0,2023-12-27,2,0,7089000,0,0,3.0,2,18.0,970,0,4.81,838.0,89.0,misc,11500.0,False,False,False
Surabaya,20.0,2024-07-16,2,0,38255000,0,0,15.0,12,29.0,11,0,4.85,2.0,551.0,misc,10900.0,False,False,False
Yogyakarta,80.0,2020-07-04,16,23,14655480,0,0,876.0,172789,8.0,14,0,4.72,1.0,1.0,misc,50.0,True,False,False
Jakarta Pusat,85.0,2023-02-10,2,0,4504852,668,0,1.0,280841,5.0,4,0,4.8,153.0,86.0,misc,16950.0,True,False,False
Jakarta Utara,-89.0,2024-07-19,10,12,1279200,0,0,123.0,232469,536.0,63,655,4.84,116.0,63.0,misc,23500.0,True,False,False
Yogyakarta,21.0,2023-03-01,50,52,18192720,0,0,357.0,281524,5.0,277,0,4.9,2.0,1.0,misc,50.0,True,False,False
Bogor,-9.0,2024-08-17,15,30,14490000,0,0,966.0,1,1.0,8,120,4.71,524.0,1.0,misc,13650.0,False,False,False
Yogyakarta,20.0,2024-03-28,36,37,16607080,0,0,458.0,364093,2.0,185,0,4.73,728.0,469.0,misc,50.0,True,False,False
KOTA SURAKARTA (SOLO),85.0,2021-02-08,17,20,9362500,0,0,535.0,76157,3.0,5,0,4.63,996.0,501.0,misc,174900.0,True,False,False
KOTA YOGYAKARTA,-0.0,2023-08-29,34,35,11593400,0,0,338.0,341274,4.0,529,0,4.89,1.0,1.0,misc,22000.0,True,False,False
KOTA YOGYAKARTA,25.0,2024-03-28,36,37,25527040,0,0,704.0,525736,3.0,190,0,4.72,1.0,281.0,misc,22000.0,True,False,False
KOTA YOGYAKARTA,21.0,2024-03-28,36,37,15047900,0,0,415.0,32561,1.0,174,0,4.7,714.0,245.0,misc,22000.0,True,False,False
KOTA MALANG,-98.0,2024-07-19,2,0,804960,0,0,387.0,769829,1.0,912,0,4.89,71.0,42.0,misc,20250.0,True,False,False
KAB. JOMBANG,19.0,2022-01-31,2,0,1516500,0,0,674.0,545405,17.0,287,645,4.79,1.0,260.0,misc,8999.0,True,False,False
KOTA JAKARTA TIMUR,23.0,2024-07-18,47,55,24183900,0,0,507.0,388626,904.0,10,477,4.91,270.0,151.0,misc,56400.0,True,False,False
KAB. BATANG,64.0,2021-05-03,2,0,797500,279,0,319.0,111713,4.0,6,0,4.92,307.0,90.0,misc,2.0,True,False,False
KAB. BEKASI,-21.0,2024-06-03,2,3,836000,0,0,380.0,461738,1.0,346,761,4.86,74.0,58.0,misc,35500.0,True,False,False
KOTA JAKARTA UTARA,75.0,2021-03-16,2,0,1190000,295,0,476.0,118093,5.0,462,0,4.74,301.0,200.0,misc,50000.0,True,False,False
KAB. BEKASI,55.0,2022-05-17,15,20,180720400,0,0,11.0,5,144.0,41,0,4.79,31.0,45.0,misc,35500.0,False,False,False
KOTA SURABAYA,-37.0,2023-12-22,11,12,58638500,0,0,5.0,7,64.0,552,0,4.66,14.0,14.0,misc,16221.5,False,False,False
KOTA JAKARTA SELATAN,56.0,2019-12-09,14,55,131879900,0,0,8.0,3,221.0,169,0,4.92,31.0,7.0,misc,37200.0,False,False,False
KOTA BANJARMASIN,9.0,2022-12-22,11,0,18656000,0,0,1.0,1,32.0,51,0,4.63,8.0,872.0,misc,20700.0,False,False,False
KOTA JAKARTA TIMUR,19.0,2022-06-11,39,0,148029000,0,0,3.0,2,81.0,331,0,4.97,11.0,2.0,misc,56400.0,False,False,False
KOTA DEPOK,58.0,2020-04-11,10,17,34690000,0,0,3.0,1,76.0,43,0,4.93,12.0,1.0,misc,46500.0,False,False,False
KOTA JAKARTA SELATAN,64.0,2019-12-09,8,20,42534000,0,0,5.0,1,102.0,165,0,4.92,23.0,2.0,misc,37200.0,False,False,False
KOTA TANGERANG SELATAN,43.0,2022-08-19,27,28,22522500,0,0,819.0,460702,11.0,118,0,4.95,3.0,985.0,misc,30000.0,True,False,False
Tangerang,59.0,2019-09-10,36,36,49428000,0,0,1.0,556618,33.0,37,0,4.95,5.0,4.0,misc,9920.0,True,False,False
Kab. Bandung Barat,38.0,2020-04-17,23,30,36430482,0,0,1.0,926756,49.0,25,0,4.86,6.0,5.0,misc,35901.0,True,False,False
Jakarta Timur,-27.0,2024-03-07,27,0,32531200,0,0,1.0,1,10.0,88,0,4.91,1.0,295.0,misc,36000.0,False,False,False
Tangerang,25.0,2023-11-11,30,31,40065882,0,0,1.0,978534,10.0,124,0,4.76,3.0,2.0,misc,9920.0,True,False,False
Jakarta Barat,53.0,2021-06-06,19,54,36822000,0,0,1.0,900364,35.0,125,0,4.88,6.0,501.0,misc,11500.0,True,False,False
Jakarta Selatan,45.0,2020-06-20,5,0,5260000,0,0,1.0,569628,29.0,98,0,4.87,4.0,625.0,misc,23237.5,True,False,False
Jakarta Selatan,53.0,2020-06-22,7,0,5737500,0,0,765.0,355491,18.0,98,0,4.88,4.0,185.0,misc,23237.5,True,False,False
Tangerang Selatan,44.0,2020-11-05,88,89,55440000,0,0,630.0,347945,16.0,10,0,4.97,4.0,3.0,misc,9998.0,True,False,False
Tangerang Selatan,55.0,2021-10-12,24,0,19322400,0,0,776.0,341585,12.0,52,0,4.92,3.0,1.0,misc,9998.0,True,False,False
KOTA JAKARTA BARAT,-36.0,2023-06-29,11,13,6699000,0,0,609.0,832269,12.0,18,0,4.65,2.0,1.0,misc,17500.0,True,False,False
Jakarta Selatan,66.0,2020-04-21,3,7,6614410,0,0,1.0,585457,31.0,12,45,4.92,7.0,625.0,misc,23237.5,True,False,False
Depok,53.0,2020-04-13,11,0,19624000,0,0,1.0,830906,44.0,114,0,4.93,7.0,1.0,misc,17500.0,True,False,False
Kab. Demak,-23.0,2020-12-24,3,7,15662150,0,0,4.0,5,239.0,71,0,4.53,21.0,8.0,misc,14500.0,False,False,False
KOTA DEPOK,60.0,2022-12-10,23,36,66394200,0,0,2.0,1,23.0,416,0,4.95,5.0,1.0,misc,46500.0,False,False,False
Jakarta Barat,76.0,2018-10-25,28,0,82360000,0,0,2.0,680885,48.0,18,0,4.94,6.0,3.0,misc,11500.0,True,False,False
Jakarta Barat,42.0,2022-06-20,51,0,45237000,0,0,887.0,509651,13.0,9,0,4.93,2.0,509.0,misc,11500.0,True,False,False
Tangerang Selatan,14.0,2021-09-01,41,42,36520000,0,0,880.0,755638,27.0,331,0,4.97,6.0,2.0,misc,9998.0,True,False,False
Surabaya,53.0,2023-05-18,31,0,26113500,0,0,829.0,385491,6.0,58,0,4.75,2.0,1.0,misc,10900.0,True,False,False
Surabaya,71.0,2022-02-02,39,46,58812000,0,0,1.0,423106,13.0,188,0,4.97,2.0,912.0,misc,10900.0,True,False,False
Depok,38.0,2021-09-27,39,40,66918327,0,0,1.0,1,37.0,134,0,4.96,8.0,2.0,misc,17500.0,False,False,False
Tangerang,80.0,2019-07-02,44,0,94864000,0,0,2.0,411118,25.0,10,0,4.69,5.0,5.0,misc,9920.0,True,False,False
Jakarta Barat,83.0,2019-11-19,119,0,144478796,0,0,1.0,195869,11.0,5,0,4.94,2.0,7.0,misc,11500.0,True,False,False
Jakarta Timur,59.0,2021-03-03,44,0,31679296,0,0,704.0,28804,12.0,500,0,4.96,3.0,895.0,misc,36000.0,True,False,False
Kab. Bandung,70.0,2021-12-25,107,0,185803800,0,0,1.0,50344,16.0,439,0,4.93,6.0,14.0,misc,7999.5,True,False,False
Jakarta Barat,84.0,2020-09-29,37,0,110137500,0,0,2.0,457883,21.0,5,0,4.8,3.0,672.0,misc,11500.0,True,False,False
Jakarta Timur,47.0,2021-02-28,46,68,43286000,0,0,941.0,494761,21.0,1,0,4.83,5.0,9.0,misc,36000.0,True,False,False
Jakarta Barat,68.0,2021-06-05,39,42,32409000,0,0,831.0,262876,10.0,210,0,4.91,2.0,119.0,misc,11500.0,True,False,False
Jakarta Barat,77.0,2021-08-23,24,28,21528000,0,0,897.0,200701,7.0,98,0,4.92,1.0,112.0,misc,11500.0,True,False,False
Jakarta Selatan,71.0,2019-05-29,108,0,59023800,0,0,542.0,156613,10.0,783,0,4.92,3.0,1.0,misc,23237.5,True,False,False
Jakarta Barat,33.0,2020-09-23,29,39,22702100,0,0,758.0,506572,24.0,373,0,4.88,5.0,1.0,misc,11500.0,True,False,False
Jakarta Barat,78.0,2019-11-07,25,30,31900000,0,0,1.0,270103,15.0,675,0,4.82,3.0,256.0,misc,11500.0,True,False,False
Tangerang Selatan,92.0,2021-12-01,19,27,36795100,0,0,1.0,137697,4.0,282,0,4.89,1.0,92.0,misc,9998.0,True,False,False
Jakarta Barat,73.0,2019-11-08,22,0,24930000,0,0,1.0,293035,17.0,4,0,4.85,4.0,424.0,misc,11500.0,True,False,False
KOTA JAKARTA BARAT,60.0,2021-08-23,14,34,47605500,0,0,3.0,1,47.0,196,0,4.91,5.0,1.0,misc,17500.0,False,False,False
Jakarta Selatan,52.0,2019-12-09,5,7,6330000,0,0,1.0,603349,34.0,99,495,4.93,7.0,286.0,misc,23237.5,True,False,False
Jakarta Selatan,75.0,2020-06-15,11,15,9279600,0,0,814.0,200914,10.0,39,444,4.84,2.0,647.0,misc,23237.5,True,False,False
Depok,52.0,2023-10-14,23,32,27269900,0,0,1.0,537141,6.0,87,0,4.97,1.0,388.0,misc,17500.0,True,False,False
KOTA JAKARTA SELATAN,74.0,2020-03-09,11,20,28204000,0,0,2.0,642111,35.0,96,0,4.89,7.0,1.0,misc,37200.0,True,False,False
Jakarta Selatan,62.0,2019-12-09,6,11,14664000,0,0,2.0,845601,48.0,96,0,4.92,9.0,463.0,misc,23237.5,True,False,False
Jakarta Selatan,89.0,2020-07-13,32,32,34547500,0,0,1.0,107613,5.0,42,0,4.82,1.0,247.0,misc,23237.5,True,False,False
Jakarta Selatan,67.0,2019-12-09,4,9,9409500,0,0,2.0,678285,39.0,195,877,4.92,9.0,437.0,misc,23237.5,True,False,False
Jakarta Selatan,76.0,2020-05-02,6,8,10288520,0,0,1.0,341266,18.0,85,593,4.88,3.0,522.0,misc,23237.5,True,False,False
KOTA JAKARTA UTARA,82.0,2021-09-06,93,0,69505800,0,0,741.0,129211,4.0,275,0,4.93,1.0,590.0,misc,50000.0,True,False,False
KOTA SEMARANG,63.0,2023-12-11,3,0,3164700,0,0,959.0,350348,3.0,24,0,4.95,342.0,233.0,misc,20200.0,True,False,False
KOTA JAKARTA PUSAT,68.0,2020-05-30,10,19,6583500,0,0,627.0,197995,10.0,94,0,4.92,2.0,611.0,misc,15900.0,True,False,False
KOTA TANGERANG,6.0,2023-06-01,2,0,190141260,0,0,8.0,8,127.0,3,0,4.89,1.0,781.0,misc,60000.0,False,False,False
KOTA JAKARTA TIMUR,-92.0,2023-05-07,2,0,156171070,0,0,6.0,13,218.0,1,0,4.93,3.0,1.0,misc,56400.0,False,False,False
KOTA BANDUNG,29.0,2022-08-24,1,2,93045720,0,0,9.0,6,165.0,3,0,4.75,6.0,2.0,misc,44000.0,False,False,False
KOTA JAKARTA PUSAT,1.0,2022-10-07,1,2,105996450,0,0,10.0,10,243.0,47,0,4.78,7.0,2.0,misc,15900.0,False,False,False
KOTA JAKARTA SELATAN,5.0,2020-09-08,8,0,61481200,0,0,712.0,673822,32.0,14,0,4.93,5.0,647.0,misc,37200.0,True,False,False
Kab. Kulon Progo,-23.0,2022-08-30,98,100,153860000,0,0,157.0,193149,4.0,14,0,4.83,1.0,364.0,misc,98.0,True,False,False
Jakarta Pusat,-4.0,2022-10-07,1,2,24512250,0,0,2.0,2,59.0,49,0,4.78,1.0,527.0,misc,16950.0,False,False,False
Bandung,21.0,2020-07-04,999,2,112267620,0,0,11.0,8,446.0,7,0,4.84,29.0,13.0,misc,8650.0,False,False,False
Kab. Bekasi,4.0,2022-07-08,999,0,50349600,0,0,5.0,4,127.0,52,51,4.83,4.0,1.0,misc,18399.0,False,False,False
Kab. Bekasi,-75.0,2024-05-23,35,49,91700000,0,0,262.0,460657,1.0,49,0,4.86,607.0,144.0,misc,18399.0,True,False,False
Jakarta Selatan,-46.0,2023-11-14,2,0,150969070,0,0,6.0,9,96.0,21,0,4.89,2.0,1.0,misc,23237.5,False,False,False
Bandar Lampung,11.0,2024-02-24,2,0,169336820,0,0,7.0,6,45.0,17,0,4.85,715.0,222.0,misc,17450.0,False,False,False
Surabaya,-112.0,2023-04-09,2,2,87140160,0,0,3.0,8,142.0,710,0,4.84,2.0,1.0,misc,10900.0,False,False,False
Bekasi,38.0,2020-04-17,12,13,96894000,0,0,769.0,476201,25.0,1,0,4.9,5.0,2.0,misc,31400.0,True,False,False
Jakarta Timur,-111.0,2021-08-01,5,0,83041680,0,0,1.0,3,114.0,55,0,4.94,4.0,3.0,misc,36000.0,False,False,False
KAB. BEKASI,44.0,2022-07-08,999,0,28001970,0,0,2.0,1,41.0,52,51,4.86,1.0,377.0,misc,35500.0,False,False,False
Bekasi,-14.0,2020-11-05,36,49,170655000,0,0,465.0,53353,24.0,49,0,4.92,8.0,2.0,misc,31400.0,True,False,False
Surabaya,60.0,2021-06-01,2,3,35537990,0,0,1.0,547425,21.0,44,111,4.94,3.0,243.0,misc,10900.0,True,False,False
KOTA JAKARTA BARAT,-12.0,2024-07-18,2,0,76106160,0,0,3.0,3,8.0,59,0,4.78,130.0,78.0,misc,17500.0,False,False,False
Kab. Tangerang,95.0,2020-10-28,178,385,6885396,333992,15602590,6632.0,1876,85635.5,24599,4378622,4.71,785.0,164.0,misc,8719.0,False,False,False
Kab. Tangerang,67.0,2024-06-17,925,0,26757475,8812769,27044225,6632.0,9527,29237.0,3085,2853625,4.69,51.0,24.0,Perawatan Wajah,37000.0,True,False,False
Tangerang,73.0,2021-01-13,4500,15000,110110500,29462546,1302111000,6632.0,6547,85635.5,27708,124686000,4.63,17703.0,13716.5,misc,9920.0,True,False,False
Jakarta Utara,97.0,2020-05-12,600,0,12031800,337016,17604000,6632.0,561,29340.0,15430,9258000,4.82,65.0,70.0,Perawatan Kulit,21990.0,False,False,False
Kab. Tangerang,82.0,2023-10-25,2100,5000,38297700,6819300,73670100,6632.0,3247,35081.0,12421,26084100,4.505000000000001,1311.0,325.0,misc,8719.0,True,False,False
Surabaya,42.0,2022-07-03,775,0,13934500,7949332,210858900,6632.0,10257,85635.5,11358,8802450,4.65,8076.0,1608.0,misc,10900.0,True,False,False
Tangerang,73.0,2023-05-18,3370,23000,54860230,14739900,236260590,6632.0,4373,70107.0,1542,5196540,4.505000000000001,7356.0,2439.0,Perawatan Wajah,33250.0,True,False,False
Tangerang,-29.0,2023-05-18,3370,23000,53414500,69114575,1108160470,6632.0,20508,85635.5,1542,5196540,4.505000000000001,17703.0,13716.5,Perawatan Wajah,33250.0,True,True,False
Kab. Tangerang,80.0,2022-10-18,235,520,3611010,700219,16131105,6632.0,2979,68643.0,27855,6545925,4.63,317.0,58.0,misc,8719.0,True,False,False
Jakarta Pusat,75.0,2021-08-13,169,172,2214914,535475,19915974,6632.0,3168,85635.5,2314,391066,4.81,400.0,82.0,misc,16950.0,True,False,False
Jakarta Barat,86.0,2022-04-02,4990,10000,65029680,8517726,251725540,6632.0,1706,50446.0,24720,123352800,4.84,3288.0,943.0,misc,11500.0,False,False,False
Jakarta Barat,85.0,2024-02-19,1600,0,20427200,3054644,21379200,6632.0,1909,13362.0,28736,45977600,4.52,151.0,15.0,misc,11500.0,False,False,False
Kab. Tangerang,90.0,2023-10-25,2100,5000,21760200,2140594,23125200,6632.0,1019,11012.0,12421,26084100,4.78,41.0,13.0,Perawatan Wanita,16440.0,False,False,False
Jakarta Barat,95.0,2022-09-01,168,172,1638000,68818,1692432,6632.0,409,10074.0,2314,388752,4.59,17.0,6.0,misc,11500.0,False,False,False
Jakarta Barat,70.0,2022-07-21,170,0,1413890,411967,10683140,6632.0,2423,62842.0,14427,2452590,4.78,4347.0,1848.0,misc,11500.0,False,False,False
Jakarta Utara,69.0,2023-01-25,1800,2000,14828400,4539332,89928000,6632.0,2521,49960.0,16196,29152800,4.75,2518.0,1832.0,misc,23500.0,True,False,False
Jakarta Barat,79.0,2021-02-04,5100,35000,40968300,8330447,362375400,6632.0,1633,71054.0,1042,5314200,4.66,15396.0,13716.5,misc,11500.0,False,False,False
Kab. Tangerang,2.0,2023-11-04,3300,10000,25786200,25092373,263244300,6632.0,7603,79771.0,1617,5336100,4.75,8097.0,1739.0,misc,8719.0,True,False,False
Kab. Tangerang,52.0,2021-09-23,4687,10000,35302484,16916006,606694654,6632.0,3609,85635.5,7436,34852532,4.71,17703.0,11876.0,Perawatan Wajah,37000.0,True,False,False
Kab. Tangerang,89.0,2023-10-25,2100,5000,15718500,1652888,17856300,6632.0,787,8503.0,20387,42812700,4.53,172.0,22.0,misc,8719.0,False,False,False
Tangerang,11.0,2023-05-18,3370,23000,24388690,21667363,347234690,6632.0,6429,85635.5,1538,5183060,4.505000000000001,13395.0,4268.0,Perawatan Wajah,33250.0,True,False,False
Bandar Lampung,65.0,2020-08-15,4900,0,33628700,11602369,570046400,6632.0,2367,85635.5,1110,5439000,4.8,17703.0,1032.0,Perawatan Wajah,26762.5,False,False,False
Kab. Tangerang,-38.0,2023-12-20,249,3000,1705152,2358404,21139353,6632.0,9471,84897.0,47,11703,4.73,2525.0,7903.0,misc,8719.0,True,False,False
Jakarta Barat,11.0,2020-10-29,561,0,3758139,3311370,154558866,6632.0,5902,85635.5,1284,720324,4.78,4969.0,670.0,misc,11500.0,True,False,False
Kab. Tangerang,44.0,2018-08-29,3499,0,23380318,12910772,938393311,6632.0,3689,85635.5,2831,9905669,4.89,17703.0,2536.0,misc,8719.0,True,False,False
Depok,62.0,2022-07-21,2500,0,16637500,6210908,161190000,6632.0,2484,64476.0,9070,22675000,4.78,9859.0,5384.0,misc,17500.0,True,False,False
Kab. Tangerang,81.0,2022-12-22,2844,3488,18642420,3416408,71432748,6555.0,1201,25117.0,27763,78957972,4.6,879.0,146.0,misc,8719.0,False,False,False
Tangerang,72.0,2019-09-24,8700,0,56697900,15611416,934092900,6517.0,1794,85635.5,1167,10152900,4.92,17703.0,2171.0,misc,9920.0,False,False,False
Jakarta Barat,33.0,2022-08-06,3500,7000,22676500,15150890,385269500,6479.0,4328,85635.5,9646,33761000,4.9,17703.0,1144.0,misc,11500.0,True,False,False
Jakarta Barat,67.0,2020-07-10,1699,1999,10917774,3560433,179096687,6426.0,2095,85635.5,8534,14499266,4.83,4970.0,1053.0,misc,11500.0,False,False,False
unidentified,-24.0,2022-07-19,5722,100000,36037156,44795396,1165022088,6298.0,7828,85635.5,4271,24438662,4.74,17703.0,13716.5,misc,34999.0,True,True,False
unidentified,34.0,2022-12-01,7200,0,44280000,29060384,627645600,6150.0,4036,85635.5,9309,67024800,4.82,17703.0,13716.5,misc,34999.0,True,False,False
Jakarta Barat,33.0,2021-12-17,5099,5999,31353751,20741404,686009262,6149.0,4067,85635.5,504,2569896,4.89,3095.0,1762.0,Perawatan Wajah,13250.0,True,False,False
Kab. Tangerang,61.0,2022-12-14,990,3950,6086520,2317166,49040640,6148.0,2340,49536.0,21699,21482010,4.67,3656.0,1355.0,Perawatan Kulit,11375.0,False,False,False
Kab. Tangerang,49.0,2024-06-02,3255,3755,19907580,9976505,35694330,6116.0,3064,10966.0,299,973245,4.77,354.0,85.0,Tas,75000.0,True,False,False
Jakarta Utara,91.0,2023-05-20,700,0,4265800,376498,6012300,6094.0,537,8589.0,4906,3434200,5.0,9.0,5.0,misc,23500.0,False,False,False
Jakarta Pusat,45.0,2023-11-17,5190,0,31378740,17250633,173704110,6046.0,3323,33469.0,16187,84010530,4.7,3364.0,1797.0,misc,16950.0,True,False,False
Kab. Tangerang,-55.0,2018-07-26,650,0,3915600,6078537,448383000,6024.0,9351,85635.5,2760,1794000,4.91,13149.0,1884.0,misc,8719.0,True,False,False
Kab. Tangerang,89.0,2020-08-03,26300,0,155564500,16631573,823794900,5915.0,632,31323.0,12305,323621500,4.85,2444.0,763.0,misc,8719.0,False,False,True
Kab. Sidoarjo,41.0,2022-09-22,1880,6500,11065680,6510660,155637680,5886.0,3463,82786.0,429,806520,4.78,14040.0,6487.0,misc,16250.0,True,False,False
Kab. Tangerang,64.0,2024-06-24,600,1200,3477600,1229257,3493200,5796.0,2048,5822.0,5,3000,4.69,16.0,8.0,misc,8719.0,False,False,False
Surabaya,47.0,2024-02-28,19536,54695,112820400,59150118,397284096,5775.0,3027,20336.0,10586,206808096,4.76,6147.0,13716.5,Tas,17200.0,True,True,True
Jakarta Barat,63.0,2022-01-20,2398,0,13647018,5034594,160912994,5691.0,2099,67103.0,29466,70659468,4.73,454.0,69.0,misc,11500.0,False,False,False
Malang,30.0,2022-12-02,8888,9900,50572720,35163677,758590800,5690.0,3956,85350.0,532,4728416,4.92,6473.0,1407.0,misc,12999.0,True,False,False
Jakarta Pusat,71.0,2023-07-25,560,0,3135440,904983,12493600,5599.0,1616,22310.0,7492,4195520,4.77,352.0,30.0,Tas,43000.0,False,False,False
Kab. Bogor,-40.0,2020-07-26,1930,0,10603420,14933681,743590400,5494.0,7737,85635.5,25876,49940680,4.85,3627.0,3060.0,misc,16900.0,True,False,False
Kab. Tangerang,91.0,2021-07-25,1631,2517,8910153,737052,27868897,5463.0,451,17087.0,938,1529878,4.78,368.0,61.0,misc,8719.0,False,False,False
Surabaya,63.0,2024-02-28,5111,9999,27900949,10046588,67552087,5459.0,1965,13217.0,7134,36461874,4.59,3286.0,1468.0,misc,10900.0,False,False,False
Surabaya,71.0,2023-01-27,3700,0,20142800,5688777,112328300,5444.0,1537,30359.0,2335,8639500,4.76,3380.0,996.0,misc,10900.0,False,False,False
Kab. Sidoarjo,76.0,2023-11-24,1700,2700,8950500,2073163,20391500,5265.0,1219,11995.0,8035,13659500,5.0,10.0,20.0,misc,16250.0,False,False,False
Surabaya,39.0,2024-05-22,5999,18000,31512747,19121740,74609563,5253.0,3187,12437.0,9656,57926344,4.65,3862.0,901.0,misc,10900.0,True,False,False
Kab. Tangerang,12.0,2023-11-18,3844,8000,20027240,17472554,175394032,5210.0,4545,45628.0,23144,88965536,4.72,8108.0,4239.0,misc,8719.0,True,False,False
Jakarta Barat,35.0,2022-06-27,10500,12500,54642000,35273409,943215000,5204.0,3359,85635.5,9426,98973000,4.9,17703.0,1145.0,misc,11500.0,True,False,False
Semarang,50.0,2022-02-20,4800,0,24912000,12391411,383654400,5190.0,2581,79928.0,7175,34440000,4.92,151.0,13716.5,misc,9700.0,True,False,False
Jakarta Barat,77.0,2018-02-01,2910,13000,15099990,3463280,275684670,5189.0,1190,85635.5,29794,86700540,4.88,5064.0,1065.0,Tas,75000.0,False,False,False
Surabaya,30.0,2022-03-10,6888,0,35721168,24840257,752748192,5186.0,3606,85635.5,21980,151398240,4.68,17703.0,8267.0,misc,10900.0,True,False,True
Kab. Tangerang,32.0,2021-03-14,1644,5000,8395908,5666411,238963620,5107.0,3446,85635.5,7983,13124052,4.79,9059.0,1099.0,misc,8719.0,True,False,False
Jakarta Barat,54.0,2024-02-28,9789,29997,49923900,22585882,151455408,5100.0,2307,15472.0,6742,65997438,4.78,2726.0,5438.0,misc,11500.0,False,False,False
Jakarta Pusat,60.0,2022-01-14,5000,11000,25420000,10115169,325535000,5084.0,2023,65107.0,339,1695000,4.88,12553.0,1167.0,misc,16950.0,False,False,False
Bekasi,88.0,2023-09-08,7900,0,40147800,4806860,59384300,5082.0,608,7517.0,3909,30881100,4.505000000000001,1970.0,1022.0,misc,31400.0,False,False,False
Jakarta Barat,3.0,2023-04-07,4990,0,25359180,24360780,423655990,5082.0,4881,84901.0,9050,45159500,4.83,16232.0,1810.0,Perawatan Wajah,13250.0,True,False,False
Jakarta Barat,35.0,2022-12-19,899,2000,4491404,2900417,60872189,4996.0,3226,67711.0,18106,16277294,4.8,1912.0,846.0,Perawatan Wajah,13250.0,True,False,False
Kab. Malang,11.0,2023-12-06,3750,7000,18682500,16465876,155283750,4982.0,4390,41409.0,840,3150000,4.53,3021.0,2871.0,misc,4625.0,True,False,False
Kab. Tangerang,48.0,2021-10-30,5250,10000,26071500,13316556,461317500,4966.0,2536,85635.5,9200,48300000,4.86,1779.0,702.0,misc,8719.0,True,False,False
Jakarta Pusat,66.0,2017-08-27,8590,8800,42056640,14131921,1197738060,4896.0,1645,85635.5,694,5961460,4.89,17703.0,4838.0,misc,16950.0,False,False,False
Kab. Tangerang,64.0,2020-10-28,178,385,870064,305293,14262072,4888.0,1715,80124.0,24499,4360822,4.72,2284.0,341.0,misc,8719.0,False,False,False
Surabaya,67.0,2021-12-20,16500,50000,78523500,25217236,831237000,4759.0,1528,50378.0,21183,349519500,4.86,15971.0,5978.0,Tas,17200.0,False,False,True
Kab. Tangerang,43.0,2021-03-14,1642,5000,7791290,4436702,187066492,4745.0,2702,85635.5,7983,13108086,4.77,3373.0,813.0,misc,8719.0,True,False,False
Banjarmasin,52.0,2021-07-04,5000,0,23650000,11161446,429725000,4730.0,2232,85635.5,109,545000,4.88,17703.0,770.0,Perawatan Wajah,2395.0,False,False,False
Surabaya,58.0,2022-11-15,12500,20000,58862500,24158158,534375000,4709.0,1932,42750.0,3573,44662500,4.86,5539.0,3213.0,misc,10900.0,False,False,False
Kab. Tangerang,7.0,2020-08-04,990,1245,4603500,4266551,211218480,4650.0,4309,85635.5,1530,1514700,4.8,7089.0,2474.0,Perawatan Wajah,37000.0,True,False,False
Kab. Purbalingga,24.0,2024-03-28,15000,0,68625000,51922598,296655000,4575.0,3461,19777.0,3560,53400000,4.93,1138.0,1255.0,misc,2851.5,True,True,False
Jakarta Barat,-99.0,2023-06-16,3799,9999,17372827,34714108,524208814,4573.0,9137,85635.5,5989,22752211,4.82,3466.0,1270.0,misc,11500.0,True,False,False
Jakarta Utara,80.0,2022-12-16,18900,35000,85976100,16942167,357474600,4549.0,896,18914.0,11126,210281400,4.86,8293.0,7069.0,misc,23500.0,False,False,True
Surabaya,31.0,2020-08-01,2900,0,13168900,9081603,450457000,4541.0,3131,85635.5,21164,61375600,4.74,17703.0,4193.0,misc,10900.0,True,False,False
Jakarta Selatan,42.0,2020-08-25,699,1999,3165771,1824216,89030931,4529.0,2609,85635.5,1329,928971,4.64,13939.0,1285.0,misc,23237.5,True,False,False
Jakarta Pusat,24.0,2020-09-08,510,0,2256240,1696693,82047780,4424.0,3326,85635.5,9204,4694040,4.8,5551.0,616.0,misc,16950.0,True,False,False
Jakarta Barat,-2.0,2022-06-20,2734,0,12067876,12341023,332869968,4414.0,4513,85635.5,3835,10484890,4.66,3529.0,583.0,misc,11500.0,True,False,False
Jakarta Barat,17.0,2023-01-10,899,929,3935822,3264078,66263492,4378.0,3630,73708.0,14112,12686688,4.83,3774.0,8526.0,misc,11500.0,True,False,False
Jakarta Utara,70.0,2021-03-01,2428,0,10617644,3110883,132503244,4373.0,1281,54573.0,17714,43009592,4.76,623.0,117.0,misc,23500.0,False,False,False
Cimahi,35.0,2023-07-03,455,0,1983345,1277037,18554445,4359.0,2806,40779.0,5189,2360995,4.75,290.0,143.0,Tas,83000.0,True,False,False
